user_id,session_id,article_id,article_rank,click,time_spent
8,1,33439,2,0,0
8,1,43032,3,1,15
8,1,101630,4,1,21
8,1,27590,5,1,31
8,1,92977,6,0,0
8,1,41048,7,1,27
8,1,70525,8,1,16
8,1,142018,9,1,22
8,1,51090,10,1,30
8,2,110188,1,1,21
8,2,123447,2,1,20
8,2,89202,3,1,20
8,2,112456,4,0,0
8,2,83483,5,1,25
8,2,23194,6,1,29
8,2,68191,7,0,0
8,2,68141,8,0,0
8,2,49388,9,0,0
8,2,79377,10,0,0
8,3,61973,1,0,0
8,3,63975,2,0,0
8,3,69075,3,0,0
8,3,136143,4,0,0
8,3,62095,5,0,0
8,3,59136,6,0,0
8,3,80053,7,0,0
8,3,149041,8,0,0
8,3,47073,9,0,0
8,3,60341,10,0,0
8,4,35612,1,1,12
8,4,52535,2,0,0
8,4,17362,3,1,23
8,4,108480,4,1,21
8,4,131284,5,1,19
8,4,13797,6,1,159
8,4,19924,7,1,128
8,4,23334,8,1,20
8,4,63762,9,1,17
8,4,58843,10,1,26
8,5,130595,1,0,0
8,5,106684,2,0,0
8,5,135915,3,0,0
8,5,124079,4,0,0
8,5,121409,5,0,0
8,5,14871,6,1,22
8,5,11181,7,1,139
8,5,65468,8,0,0
8,5,145438,9,0,0
8,5,60303,10,0,0
8,6,110798,1,1,131
8,6,39426,2,1,17
8,6,51110,3,1,133
8,6,14667,4,1,22
8,6,107281,5,1,140
8,6,110245,6,1,26
8,6,148544,7,0,0
8,6,134426,8,1,157
8,6,131607,9,0,0
8,6,69795,10,1,20
9,1,89204,1,1,27
9,1,16234,2,1,20
9,1,44213,3,1,22
9,1,16482,4,1,20
9,1,35027,5,1,130
9,1,82754,6,1,16
9,1,147926,7,1,17
9,1,82627,8,0,0
9,1,141459,9,1,12
9,1,64439,10,1,21
9,2,28158,1,0,0
9,2,88550,2,0,0
9,2,38513,3,0,0
9,2,148605,4,0,0
9,2,145379,5,0,0
9,2,35028,6,0,0
9,2,86976,7,0,0
9,2,14609,8,0,0
9,2,127712,9,0,0
9,2,1105,10,0,0
9,3,144107,1,0,0
9,3,141157,2,0,0
9,3,118262,3,0,0
9,3,85702,4,0,0
9,3,92444,5,1,17
9,3,114279,6,1,19
9,3,104179,7,1,21
9,3,83869,8,0,0
9,3,123659,9,0,0
9,3,29819,10,0,0
9,4,81063,1,1,22
9,4,77249,2,1,23
9,4,48333,3,1,141
9,4,110213,4,1,17
9,4,5417,5,0,0
9,4,138924,6,1,15
9,4,144548,7,1,143
9,4,51793,8,0,0
9,4,61877,9,1,21
9,4,19105,10,1,23
10,1,127037,1,0,0
10,1,5053,2,0,0
10,1,19520,3,0,0
10,1,95037,4,0,0
10,1,71043,5,0,0
10,1,41029,6,0,0
10,1,39264,7,0,0
10,1,32881,8,0,0
10,1,19058,9,0,0
10,1,89131,10,0,0
10,2,55263,1,0,0
10,2,137005,2,0,0
10,2,49633,3,0,0
10,2,67014,4,0,0
10,2,100984,5,0,0
10,2,110338,6,1,17
10,2,16941,7,1,151
10,2,145993,8,1,15
10,2,17687,9,0,0
10,2,75641,10,0,0
11,1,145006,1,0,0
11,1,147412,2,0,0
11,1,42521,3,0,0
11,1,134337,4,0,0
11,1,106288,5,0,0
11,1,106091,6,1,24
11,1,110948,7,1,23
11,1,6209,8,1,18
11,1,70745,9,1,18
11,1,84509,10,0,0
12,1,47654,1,1,26
12,1,11202,2,1,21
12,1,135297,3,0,0
12,1,40855,4,1,25
12,1,23394,5,0,0
12,1,17415,6,1,15
12,1,141544,7,0,0
12,1,122944,8,1,139
12,1,145062,9,1,17
12,1,107920,10,1,26
12,2,120818,1,0,0
12,2,147095,2,1,28
12,2,136639,3,0,0
12,2,37929,4,1,23
12,2,131786,5,0,0
12,2,78590,6,1,24
12,2,50192,7,0,0
12,2,12114,8,1,137
12,2,87150,9,0,0
12,2,22447,10,1,18
12,3,10537,1,0,0
12,3,27422,2,1,11
12,3,119767,3,1,14
12,3,106967,4,0,0
12,3,70725,5,1,17
12,3,36352,6,0,0
12,3,28144,7,0,0
12,3,145212,8,1,17
12,3,64459,9,1,14
12,3,78049,10,1,25
12,4,8337,1,0,0
12,4,27971,2,0,0
12,4,140187,3,0,0
12,4,131810,4,0,0
12,4,14795,5,0,0
12,4,17019,6,0,0
12,4,147670,7,0,0
12,4,44151,8,0,0
12,4,137307,9,0,0
12,4,133471,10,0,0
13,1,127248,1,0,0
13,1,83365,2,0,0
13,1,18049,3,0,0
13,1,98479,4,1,21
13,1,39413,5,1,18
13,1,2691,6,1,18
13,1,97395,7,0,0
13,1,103404,8,0,0
13,1,126374,9,0,0
13,1,96763,10,0,0
13,2,95486,1,0,0
13,2,97376,2,0,0
13,2,110605,3,0,0
13,2,111221,4,0,0
13,2,26111,5,0,0
13,2,32773,6,0,0
13,2,43320,7,0,0
13,2,103013,8,1,26
13,2,117921,9,0,0
13,2,53119,10,0,0
13,3,16473,1,1,28
13,3,134162,2,1,19
13,3,11131,3,1,24
13,3,46303,4,1,16
13,3,2751,5,0,0
13,3,117489,6,1,17
13,3,104233,7,1,21
13,3,112694,8,0,0
13,3,51365,9,1,26
13,3,145304,10,1,23
14,1,124635,1,1,23
14,1,100412,2,1,18
14,1,10913,3,1,21
14,1,143810,4,1,24
14,1,140413,5,1,146
14,1,145938,6,1,20
14,1,53264,7,1,19
14,1,95326,8,1,16
14,1,76048,9,0,0
14,1,103211,10,1,26
14,2,87244,1,1,17
14,2,102341,2,0,0
14,2,94063,3,1,27
14,2,60383,4,1,156
14,2,125881,5,0,0
14,2,33531,6,1,25
14,2,54661,7,0,0
14,2,146402,8,1,16
14,2,137689,9,0,0
14,2,49163,10,1,22
14,3,42083,1,0,0
14,3,54736,2,1,18
14,3,29263,3,1,24
14,3,32259,4,0,0
14,3,2122,5,0,0
14,3,110514,6,0,0
14,3,11870,7,1,28
14,3,27835,8,0,0
14,3,55548,9,1,148
14,3,920,10,0,0
15,1,86370,1,1,12
15,1,49758,2,1,159
15,1,39074,3,1,23
15,1,92382,4,1,21
15,1,80407,5,1,26
15,1,140123,6,1,16
15,1,132323,7,1,21
15,1,94580,8,1,160
15,1,67977,9,1,17
15,1,112107,10,1,158
15,2,89660,1,1,30
15,2,81113,2,1,28
15,2,117551,3,1,25
15,2,43952,4,1,11
15,2,64661,5,1,149
15,2,148253,6,0,0
15,2,5770,7,1,26
15,2,114694,8,1,15
15,2,109050,9,1,13
15,2,67371,10,1,14
15,3,117024,1,1,17
15,3,80419,2,1,27
15,3,56106,3,0,0
15,3,134238,4,0,0
15,3,47144,5,0,0
15,3,49864,6,1,26
15,3,72100,7,0,0
15,3,114917,8,0,0
15,3,12155,9,0,0
15,3,100555,10,1,149
15,4,48453,1,1,26
15,4,83265,2,1,20
15,4,21862,3,1,20
15,4,106995,4,1,17
15,4,69399,5,1,12
15,4,15024,6,1,25
15,4,21292,7,1,25
15,4,146437,8,1,20
15,4,60836,9,1,16
15,4,12817,10,1,15
15,5,138959,1,1,142
15,5,94747,2,0,0
15,5,15039,3,0,0
15,5,128684,4,0,0
15,5,129658,5,0,0
15,5,112950,6,0,0
15,5,130743,7,0,0
15,5,83904,8,0,0
15,5,71620,9,0,0
15,5,64456,10,0,0
16,1,75389,1,0,0
16,1,83121,2,0,0
16,1,13093,3,0,0
16,1,147669,4,0,0
16,1,97376,5,0,0
16,1,90598,6,0,0
16,1,24386,7,0,0
16,1,8256,8,0,0
16,1,13984,9,0,0
16,1,73401,10,0,0
17,1,117835,1,1,19
17,1,51452,2,1,24
17,1,15951,3,0,0
17,1,36318,4,1,21
17,1,105746,5,0,0
17,1,12791,6,1,18
17,1,45046,7,1,24
17,1,114626,8,0,0
17,1,26157,9,1,20
17,1,19375,10,1,19
17,2,93422,1,1,23
17,2,144116,2,1,172
17,2,137865,3,0,0
17,2,142810,4,0,0
17,2,108604,5,1,24
17,2,33618,6,1,167
17,2,92244,7,0,0
17,2,91330,8,0,0
17,2,88454,9,1,148
17,2,144308,10,0,0
17,3,134149,1,0,0
17,3,71407,2,1,19
17,3,33327,3,0,0
17,3,89291,4,1,32
17,3,64110,5,1,23
17,3,30715,6,1,27
17,3,144489,7,1,25
17,3,124561,8,1,23
17,3,32013,9,0,0
17,3,32398,10,1,18
18,1,24627,1,0,0
18,1,133582,2,0,0
18,1,12821,3,0,0
18,1,134656,4,0,0
18,1,68408,5,0,0
18,1,81314,6,0,0
18,1,73527,7,0,0
18,1,56026,8,0,0
18,1,77509,9,0,0
18,1,44556,10,0,0
18,2,118563,1,0,0
18,2,41723,2,0,0
18,2,83973,3,0,0
18,2,65242,4,0,0
18,2,149765,5,0,0
18,2,137230,6,0,0
18,2,10282,7,0,0
18,2,130576,8,0,0
18,2,56321,9,0,0
18,2,334,10,0,0
18,3,88715,1,0,0
18,3,15037,2,1,16
18,3,147675,3,0,0
18,3,62277,4,0,0
18,3,7629,5,0,0
18,3,148112,6,0,0
18,3,144395,7,0,0
18,3,146233,8,0,0
18,3,127293,9,1,151
18,3,1599,10,0,0
18,4,28548,1,1,12
18,4,64955,2,0,0
18,4,88936,3,1,158
18,4,116470,4,0,0
18,4,8525,5,1,146
18,4,58744,6,0,0
18,4,66179,7,1,17
18,4,35592,8,1,20
18,4,11559,9,0,0
18,4,75390,10,1,163
18,5,36168,1,0,0
18,5,16697,2,0,0
18,5,110514,3,0,0
18,5,98656,4,0,0
18,5,62557,5,0,0
18,5,122894,6,0,0
18,5,59939,7,0,0
18,5,33644,8,0,0
18,5,72810,9,0,0
18,5,133120,10,0,0
18,6,140620,1,0,0
18,6,68735,2,0,0
18,6,140881,3,1,13
18,6,114723,4,0,0
18,6,147396,5,0,0
18,6,16127,6,1,16
18,6,119844,7,0,0
18,6,111870,8,0,0
18,6,39502,9,1,25
18,6,104941,10,1,21
18,7,113958,1,1,16
18,7,93670,2,0,0
18,7,76166,3,1,18
18,7,133818,4,0,0
18,7,128868,5,1,15
18,7,148184,6,1,14
18,7,81234,7,1,26
18,7,8823,8,1,132
18,7,20648,9,0,0
18,7,41671,10,1,125
19,1,111079,1,1,148
19,1,56252,2,0,0
19,1,18432,3,0,0
19,1,115522,4,1,25
19,1,94774,5,0,0
19,1,147531,6,0,0
19,1,20668,7,0,0
19,1,148800,8,0,0
19,1,25285,9,0,0
19,1,71072,10,0,0
19,2,48035,1,1,25
19,2,71955,2,1,158
19,2,106490,3,1,14
19,2,125000,4,1,21
19,2,132211,5,1,14
19,2,78683,6,1,158
19,2,87798,7,1,144
19,2,69346,8,1,29
19,2,34532,9,1,16
19,2,119324,10,1,14
19,3,2320,1,0,0
19,3,101890,2,1,15
19,3,95578,3,1,19
19,3,21063,4,0,0
19,3,137020,5,1,24
19,3,16115,6,0,0
19,3,133550,7,0,0
19,3,148246,8,1,23
19,3,78517,9,0,0
19,3,100736,10,1,21
19,4,120060,1,0,0
19,4,6225,2,0,0
19,4,145459,3,1,145
19,4,47149,4,1,8
19,4,105283,5,0,0
19,4,19126,6,0,0
19,4,78146,7,1,22
19,4,119300,8,1,20
19,4,116757,9,0,0
19,4,12629,10,1,21
20,1,9226,1,0,0
20,1,120772,2,0,0
20,1,43832,3,0,0
20,1,103703,4,0,0
20,1,57033,5,0,0
20,1,82242,6,1,154
20,1,78755,7,0,0
20,1,43002,8,1,147
20,1,40860,9,1,20
20,1,16639,10,1,25
20,2,125752,1,1,22
20,2,13856,2,0,0
20,2,51518,3,1,25
20,2,18492,4,0,0
20,2,84426,5,0,0
20,2,133063,6,0,0
20,2,115981,7,0,0
20,2,36981,8,0,0
20,2,71357,9,1,17
20,2,113298,10,0,0
20,3,20510,1,0,0
20,3,45422,2,0,0
20,3,115915,3,0,0
20,3,49842,4,0,0
20,3,97740,5,0,0
20,3,86593,6,0,0
20,3,80813,7,0,0
20,3,74110,8,1,131
20,3,16779,9,0,0
20,3,5018,10,0,0
21,1,75853,1,1,23
21,1,67183,2,0,0
21,1,123157,3,0,0
21,1,102640,4,1,20
21,1,53081,5,0,0
21,1,77374,6,0,0
21,1,74488,7,0,0
21,1,139703,8,1,23
21,1,6157,9,1,17
21,1,1702,10,1,25
21,2,130572,1,1,15
21,2,55007,2,1,23
21,2,13226,3,1,26
21,2,133859,4,1,19
21,2,131959,5,0,0
21,2,64238,6,1,16
21,2,33041,7,1,18
21,2,80668,8,1,22
21,2,87362,9,0,0
21,2,46350,10,0,0
21,3,92554,1,1,23
21,3,92804,2,1,149
21,3,6223,3,1,170
21,3,50285,4,1,27
21,3,103355,5,1,21
21,3,78259,6,1,23
21,3,75284,7,1,157
21,3,116641,8,1,25
21,3,104635,9,1,16
21,3,112003,10,1,152
21,4,50994,1,1,21
21,4,43263,2,1,150
21,4,139932,3,1,21
21,4,124330,4,1,25
21,4,80924,5,1,26
21,4,143159,6,1,17
21,4,640,7,0,0
21,4,50856,8,1,21
21,4,87250,9,1,16
21,4,133972,10,1,151
23,1,120500,1,0,0
23,1,84479,2,0,0
23,1,9747,3,1,19
23,1,79250,4,1,22
23,1,137820,5,0,0
23,1,125985,6,0,0
23,1,130977,7,1,19
23,1,21266,8,0,0
23,1,52890,9,1,13
23,1,133821,10,1,18
23,2,138062,1,0,0
23,2,47314,2,0,0
23,2,42484,3,0,0
23,2,145032,4,0,0
23,2,49692,5,1,21
23,2,20227,6,0,0
23,2,32748,7,0,0
23,2,44431,8,0,0
23,2,15077,9,1,12
23,2,56924,10,0,0
23,3,20712,1,0,0
23,3,92104,2,0,0
23,3,29838,3,1,22
23,3,61605,4,1,21
23,3,104757,5,0,0
23,3,17569,6,1,19
23,3,46667,7,0,0
23,3,105489,8,1,19
23,3,86006,9,0,0
23,3,75882,10,1,141
23,4,67847,1,0,0
23,4,3681,2,0,0
23,4,149515,3,0,0
23,4,113268,4,0,0
23,4,93403,5,0,0
23,4,74913,6,0,0
23,4,21156,7,0,0
23,4,40561,8,0,0
23,4,53913,9,0,0
23,4,138884,10,0,0
24,1,45006,1,1,22
24,1,10198,2,0,0
24,1,101329,3,1,16
24,1,98649,4,1,26
24,1,39033,5,1,24
24,1,13659,6,1,23
24,1,115371,7,0,0
24,1,72540,8,0,0
24,1,18886,9,1,17
24,1,98959,10,1,25
24,2,31384,1,1,22
24,2,47714,2,1,20
24,2,127667,3,1,22
24,2,146526,4,0,0
24,2,53285,5,1,14
24,2,52187,6,1,21
24,2,73554,7,1,17
24,2,44689,8,1,21
24,2,147052,9,0,0
24,2,117803,10,0,0
24,3,56064,1,0,0
24,3,143095,2,0,0
24,3,5106,3,0,0
24,3,57604,4,0,0
24,3,123744,5,0,0
24,3,50757,6,0,0
24,3,8701,7,0,0
24,3,58921,8,0,0
24,3,133127,9,1,17
24,3,149292,10,0,0
24,4,141005,1,1,26
24,4,17151,2,0,0
24,4,78613,3,1,17
24,4,90850,4,0,0
24,4,29976,5,1,15
24,4,94795,6,0,0
24,4,106622,7,1,17
24,4,26692,8,1,17
24,4,110335,9,1,25
24,4,56,10,0,0
25,1,41458,1,0,0
25,1,74291,2,0,0
25,1,8328,3,0,0
25,1,141133,4,1,162
25,1,7864,5,0,0
25,1,35870,6,0,0
25,1,101212,7,0,0
25,1,20145,8,0,0
25,1,56675,9,0,0
25,1,53079,10,1,10
25,2,129273,1,0,0
25,2,124358,2,0,0
25,2,5854,3,1,20
25,2,65215,4,1,20
25,2,63575,5,1,17
25,2,148973,6,0,0
25,2,106170,7,0,0
25,2,126162,8,0,0
25,2,143740,9,1,17
25,2,68706,10,0,0
25,3,91989,1,1,18
25,3,4067,2,1,18
25,3,54771,3,0,0
25,3,39740,4,0,0
25,3,90129,5,0,0
25,3,86830,6,0,0
25,3,10507,7,0,0
25,3,96894,8,0,0
25,3,4703,9,0,0
25,3,48297,10,1,18
26,1,39352,1,1,23
26,1,48057,2,1,28
26,1,144904,3,0,0
26,1,108152,4,1,26
26,1,56307,5,1,18
26,1,52217,6,1,20
26,1,68313,7,1,27
26,1,40381,8,1,26
26,1,107619,9,1,139
26,1,107651,10,0,0
27,1,22609,1,0,0
27,1,139368,2,0,0
27,1,51415,3,1,18
27,1,122058,4,0,0
27,1,79001,5,1,17
27,1,120533,6,1,26
27,1,66451,7,1,29
27,1,140982,8,0,0
27,1,37593,9,0,0
27,1,134091,10,1,17
27,2,108925,1,0,0
27,2,69764,2,1,151
27,2,26993,3,0,0
27,2,127259,4,0,0
27,2,7921,5,1,15
27,2,82529,6,0,0
27,2,30161,7,0,0
27,2,128178,8,0,0
27,2,91475,9,1,151
27,2,38991,10,0,0
28,1,5478,1,0,0
28,1,48161,2,0,0
28,1,85477,3,1,23
28,1,48218,4,1,15
28,1,134271,5,1,19
28,1,107530,6,1,18
28,1,49099,7,0,0
28,1,63645,8,0,0
28,1,142101,9,1,22
28,1,41268,10,0,0
28,2,102624,1,1,16
28,2,108387,2,1,119
28,2,122317,3,0,0
28,2,88688,4,0,0
28,2,116519,5,1,22
28,2,121153,6,1,20
28,2,602,7,1,16
28,2,3090,8,0,0
28,2,80494,9,1,22
28,2,35991,10,1,21
28,3,93525,1,1,13
28,3,119980,2,1,32
28,3,112123,3,1,18
28,3,127105,4,0,0
28,3,135809,5,1,13
28,3,147812,6,1,129
28,3,9957,7,1,25
28,3,86550,8,1,24
28,3,109948,9,1,20
28,3,53284,10,1,138
28,4,116813,1,1,18
28,4,16509,2,1,24
28,4,105912,3,0,0
28,4,23076,4,1,26
28,4,78400,5,1,22
28,4,141129,6,0,0
28,4,68924,7,1,16
28,4,96135,8,0,0
28,4,103937,9,1,17
28,4,85567,10,1,26
28,5,16891,1,0,0
28,5,74372,2,0,0
28,5,20448,3,0,0
28,5,133532,4,0,0
28,5,81569,5,0,0
28,5,149251,6,1,163
28,5,56229,7,1,13
28,5,29532,8,1,22
28,5,94924,9,1,134
28,5,138186,10,1,17
28,6,96062,1,1,19
28,6,142839,2,0,0
28,6,76966,3,0,0
28,6,126918,4,0,0
28,6,31738,5,0,0
28,6,149348,6,0,0
28,6,127908,7,0,0
28,6,146456,8,1,156
28,6,54764,9,0,0
28,6,8867,10,0,0
29,1,18419,1,0,0
29,1,30919,2,1,26
29,1,101041,3,1,168
29,1,42007,4,0,0
29,1,42198,5,0,0
29,1,133035,6,0,0
29,1,100651,7,0,0
29,1,103844,8,0,0
29,1,7621,9,0,0
29,1,104580,10,0,0
30,1,65661,1,0,0
30,1,101014,2,0,0
30,1,24077,3,0,0
30,1,71587,4,0,0
30,1,51548,5,0,0
30,1,143688,6,1,25
30,1,53782,7,0,0
30,1,69113,8,1,22
30,1,146331,9,0,0
30,1,89176,10,0,0
30,2,26286,1,1,26
30,2,125635,2,0,0
30,2,85784,3,0,0
30,2,32565,4,0,0
30,2,16449,5,0,0
30,2,52505,6,1,19
30,2,148045,7,1,158
30,2,59710,8,1,13
30,2,81790,9,1,23
30,2,52258,10,1,21
30,3,35912,1,0,0
30,3,80366,2,0,0
30,3,95793,3,0,0
30,3,82260,4,0,0
30,3,7853,5,0,0
30,3,94430,6,0,0
30,3,100672,7,0,0
30,3,53316,8,0,0
30,3,122649,9,0,0
30,3,122732,10,1,18
32,1,52683,1,1,153
32,1,134574,2,1,26
32,1,46383,3,0,0
32,1,78871,4,1,19
32,1,4967,5,1,15
32,1,37011,6,0,0
32,1,26854,7,1,16
32,1,116820,8,0,0
32,1,101095,9,1,23
32,1,102132,10,1,155
32,2,47465,1,1,23
32,2,86399,2,0,0
32,2,28601,3,0,0
32,2,74837,4,0,0
32,2,73328,5,0,0
32,2,75602,6,0,0
32,2,106375,7,0,0
32,2,16554,8,1,146
32,2,109439,9,0,0
32,2,132644,10,0,0
32,3,65395,1,0,0
32,3,54074,2,1,20
32,3,120630,3,0,0
32,3,22366,4,1,21
32,3,32432,5,1,157
32,3,88492,6,1,18
32,3,74889,7,1,24
32,3,125235,8,1,27
32,3,71630,9,1,21
32,3,68628,10,1,21
32,4,74721,1,1,15
32,4,65188,2,0,0
32,4,114940,3,1,18
32,4,107936,4,0,0
32,4,28207,5,0,0
32,4,110446,6,0,0
32,4,31209,7,0,0
32,4,136573,8,1,15
32,4,138714,9,0,0
32,4,143350,10,0,0
33,1,133953,1,0,0
33,1,98824,2,1,19
33,1,131970,3,0,0
33,1,126488,4,1,26
33,1,70642,5,0,0
33,1,136875,6,0,0
33,1,108133,7,0,0
33,1,88941,8,0,0
33,1,139457,9,0,0
33,1,65049,10,0,0
33,2,45613,1,0,0
33,2,76104,2,0,0
33,2,139422,3,0,0
33,2,32327,4,0,0
33,2,16097,5,0,0
33,2,55416,6,1,178
33,2,111348,7,0,0
33,2,130993,8,0,0
33,2,30369,9,0,0
33,2,95333,10,1,134
33,3,100446,1,1,156
33,3,29606,2,1,162
33,3,25310,3,1,17
33,3,58268,4,1,21
33,3,103891,5,1,16
33,3,5027,6,0,0
33,3,138010,7,1,17
33,3,84954,8,1,24
33,3,128048,9,1,24
33,3,26434,10,1,17
33,4,68553,1,0,0
33,4,79466,2,0,0
33,4,46389,3,0,0
33,4,65321,4,0,0
33,4,26937,5,0,0
33,4,25918,6,0,0
33,4,105306,7,0,0
33,4,80316,8,0,0
33,4,118807,9,0,0
33,4,109200,10,0,0
33,5,70863,1,1,153
33,5,149949,2,0,0
33,5,117120,3,1,22
33,5,119426,4,0,0
33,5,60350,5,1,22
33,5,38994,6,1,145
33,5,75953,7,1,24
33,5,134949,8,1,128
33,5,115868,9,1,25
33,5,70709,10,1,25
34,1,31225,1,1,11
34,1,111642,2,0,0
34,1,22711,3,0,0
34,1,14354,4,0,0
34,1,24370,5,0,0
34,1,17084,6,1,19
34,1,62417,7,0,0
34,1,59058,8,1,25
34,1,51227,9,1,23
34,1,9813,10,1,14
34,2,115746,1,0,0
34,2,112997,2,0,0
34,2,31341,3,0,0
34,2,40297,4,0,0
34,2,117233,5,0,0
34,2,148166,6,0,0
34,2,55139,7,0,0
34,2,4705,8,0,0
34,2,110227,9,0,0
34,2,27606,10,1,24
36,1,115814,1,1,21
36,1,42036,2,0,0
36,1,131564,3,0,0
36,1,128633,4,1,29
36,1,109278,5,0,0
36,1,7986,6,0,0
36,1,103118,7,1,17
36,1,85690,8,1,19
36,1,119885,9,0,0
36,1,60945,10,0,0
37,1,92771,1,1,15
37,1,116556,2,1,28
37,1,65737,3,1,143
37,1,31368,4,0,0
37,1,140676,5,0,0
37,1,143397,6,1,124
37,1,570,7,1,15
37,1,81849,8,1,21
37,1,105583,9,1,18
37,1,104619,10,1,18
37,2,99487,1,0,0
37,2,22161,2,0,0
37,2,38726,3,0,0
37,2,84882,4,1,24
37,2,35983,5,0,0
37,2,72964,6,0,0
37,2,40694,7,0,0
37,2,112064,8,0,0
37,2,90019,9,0,0
37,2,73607,10,0,0
38,1,45144,1,0,0
38,1,78719,2,0,0
38,1,113524,3,0,0
38,1,11022,4,1,21
38,1,128342,5,0,0
38,1,128227,6,0,0
38,1,110000,7,0,0
38,1,62169,8,0,0
38,1,89730,9,0,0
38,1,121576,10,0,0
38,2,135317,1,1,26
38,2,59611,2,0,0
38,2,78305,3,1,13
38,2,64370,4,0,0
38,2,88317,5,1,15
38,2,38264,6,0,0
38,2,74375,7,1,18
38,2,135501,8,1,18
38,2,71272,9,0,0
38,2,139720,10,1,19
39,1,72002,1,0,0
39,1,130801,2,0,0
39,1,102244,3,0,0
